answerKey,question,choices
A,"James wants to go to a large church, what some might call a megachurch.  Where would he look for one of those?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'commercial area', 'populated area', 'every town',
       'christian community'], dtype=object)}"
E,Where are you heading if you walk down a staircase to get a jar of preserves?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bunker', 'school', 'apartment building', 'mansion', 'cellar'],
      dtype=object)}"
C,"He was bound to get hired quickly apply for job, he had a reputation for what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frustration', 'humor', 'working hard', 'stress', 'rejection'],
      dtype=object)}"
C,"When two people know different things and want to help, what do they do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['discuss', 'burn themselves', 'teach each other',
       'cross themselves', 'talk to each other'], dtype=object)}"
B,What is killing likely to lead to for legal purposes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['guilty conscience', 'criminal trial', 'pleasure', 'retribution',
       'a fun day out'], dtype=object)}"
A,What is considered to be an outdated way to gain knowledge?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['encyclopedia', 'television', 'head', 'library', 'book'],
      dtype=object)}"
E,"The woman said she might show up, but being as she was committed, what is the likelihood she would show up?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wont', 'unlikely', 'will', 'weakness', 'definitely'], dtype=object)}"
C,"After exiting a ring road and headed to a group of homes, where are you going?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['freeway system', 'home', 'town', 'cars', 'european city'],
      dtype=object)}"
E,What was the hardest thing for her to do while learning to ski?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slip on ice', 'fall down', 'fall over', 'sweat',
       'maintain balance'], dtype=object)}"
D,If someone is clinging on to life they can be in a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ending soon', 'ill', 'death', 'coma', 'void'], dtype=object)}"
A,The medieval costumed man pranced around playing music moving his hands wildly on the fingerboard of his what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lute', 'guitar', 'banjo', 'mandolin', 'violin'], dtype=object)}"
B,What happens when going for a run too many times?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['leg cramps', 'becoming tired', 'muscles', 'trip',
       'feeling refreshed'], dtype=object)}"
E,What causes furniture to become a projectile?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['canon', 'baseball', 'battle field', 'war zone', 'tornado'],
      dtype=object)}"
E,"If you're chopping fuel for a fire, when you see a marmot, where would you put it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['north america', 'petting zoo', 'mountainous area', 'animal',
       'wood pile'], dtype=object)}"
B,What weapon will aim for the nose of an aircraft?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['upper respiratory tract', 'missile', 'boomerang', 'head',
       'aircraft'], dtype=object)}"
E,Spending too much time contemplating can lead to what kind of pain?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relaxation', 'deciding', 'regret', 'revelations', 'headache'],
      dtype=object)}"
E,"They burned the record, they were trying to do what to history?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['compact disc', 'tape', 'rewrite', 'play music', 'erase'],
      dtype=object)}"
C,"After being in a hospital for weeks and breathing fresh air finally, what happened to the released patient?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cheer', 'relaxation', 'feel better', 'silence', 'coughing'],
      dtype=object)}"
B,Where is a dentist office likely to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hospital', 'office building', 'shopping mall', 'street',
       'minnesota'], dtype=object)}"
D,Where might a student grow a ficus?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flowerpot', 'farm', 'plant kingdom', 'science class', 'arboretum'],
      dtype=object)}"
B,"The neolithic person was hungry, so what was their solution to the prblem?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thank god', 'hunt for food', 'feel humiliated', 'sleep',
       'prepare to go'], dtype=object)}"
A,Where can just a few passengers ride?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['car', 'transportation', 'bus depot', 'vehicle', 'train station'],
      dtype=object)}"
C,how is a Christian likely to feel about their death?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['believe in jesus christ', 'forlorn', 'reconciled', 'go astray',
       'live forever'], dtype=object)}"
E,If your resting and your eyes close what may you be doing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laziness', 'feel better', 'laying down', 'relaxation',
       'falling asleep'], dtype=object)}"
A,Where do you store your deodorant when not using it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['medicine cabinet', 'spray', 'medicine chest', 'own bathroom',
       'shower'], dtype=object)}"
B,Someone expressing anger will shake their fists to do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['twerk', 'illustrate point', 'cool off', 'punch', 'write letter'],
      dtype=object)}"
A,"She created music to share how she felt with another, what was her goal?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['express emotion', 'quiet mind', 'beautifull', 'boredom',
       'irritate'], dtype=object)}"
B,"Performing at her sales job was tiring, no matter how she felt she had to put on a big what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['persona', 'smile', 'laugh', 'act', 'singing'], dtype=object)}"
C,What is food that is able to be eaten?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spoiled', 'necessary to live', 'edible', 'supermarket',
       'unhealthy'], dtype=object)}"
D,"A day didn't go by without somebody needing a saw, that's why everybody had their own at the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['toolbox', 'hospital', 'basement', 'logging camp', 'tool shed'],
      dtype=object)}"
A,When someone is pretending to cry they are?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['acting', 'yelling', 'got injured', 'hurt', 'miserable'],
      dtype=object)}"
A,"The police saw the moving car, what did they know the suspect was doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['driving', 'breathing', 'getting tired', 'ticket', 'accidents'],
      dtype=object)}"
D,Where would you put your change if you plan to use it soon and you are not a man?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wardrobe', 'jar', 'pocket', 'purse', 'backseat of car'],
      dtype=object)}"
D,What is the worst part of playing games?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learning', 'happiness', 'competition', 'losing', 'fatigue'],
      dtype=object)}"
E,"After work and errands the mother just wanted some peace and quiet, she couldn't wait to just get where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sea', 'library', 'driveway', 'top of mountain', 'home'],
      dtype=object)}"
E,What is the likelihood of drowning when getting wet?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shrinking', 'feeling cold', 'become cold', 'cool off', 'could'],
      dtype=object)}"
E,"If a person wants to get coffee without leaving their car, where might they stop?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gas station', 'grocery store', ""friend's house"", 'supermarket',
       'fast food restaurant'], dtype=object)}"
C,"If a storey contained many small restaurants, what type of structure would it be in?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city hall', 'apartment building', 'mall', 'book of stories',
       'tall building'], dtype=object)}"
E,"James had almost religious reverence for Bill, but Bill didn't return the feelings.  How did Bill treat James.","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['profanity', 'content', 'irreverence', 'blasphemy', 'contempt'],
      dtype=object)}"
D,What is a synonym for faith?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trust', 'move mountains', 'uplift', 'belief', 'experience'],
      dtype=object)}"
A,What type of plant is the tallest found on earth?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tree', 'orbit', 'pressure', 'space', 'solar system'], dtype=object)}"
D,Why does a person stay in bed on the weekend?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slumber', 'bedsores', 'lay down', 'sleep in', 'falling asleep'],
      dtype=object)}"
C,You can get off the road and relax on a couch at what roadside location?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['waiting room', ""neighbor's house"", 'rest area', 'apartment',
       'exit'], dtype=object)}"
A,A motorcycle is quicker because it isn't as what as a car?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['heavy', 'shiny', 'red', 'obesity', 'expensive'], dtype=object)}"
E,"James is eloquent, usually.  Today he was just doing what to himself?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['speechless', 'voiceless', 'screaming', 'stumbling', 'muttering'],
      dtype=object)}"
E,"You could call it jackson for short, but you'd be leaving out a hole when talking about a place where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lousiana', 'tennessee', 'jack', 'mississippi', 'wyoming'],
      dtype=object)}"
D,What might I use to grow a ficus on my patio?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tropical forest', 'arboretum', 'soil', 'pots', 'large pot'],
      dtype=object)}"
A,Where would you not be able to find a diaphragm if there is no one in it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drugstore', 'human', ""woman's body"", 'human body', 'valve'],
      dtype=object)}"
D,Where might students have to attend more than one period?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['end of line', 'math', 'end of sentence', 'school', 'history'],
      dtype=object)}"
C,"She was determined that night, she was a flirt looking to do what with the right man?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['attract attention', 'get in bed', 'have sex', 'train', 'get laid'],
      dtype=object)}"
C,What floral area is a monument usually placed in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['public growth areas', 'state park', 'public gardens',
       'municipal park', 'cemetary'], dtype=object)}"
A,What businesses  serve liquor?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bar', 'cabinet', 'fraternity house', 'soft drink', 'state farm'],
      dtype=object)}"
D,"The house wasn't connected to anything but rather was randomly plopped down in the woods, what did it need to have visitors?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'residential area', 'milk man', 'street', 'subdivision'],
      dtype=object)}"
D,"The world is very big, it has many countries and continents on it's spherical surface.  There are many types of people It's very what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['complicated', 'round', 'square', 'diverse', 'large'], dtype=object)}"
D,"Where are you if you're buying whiskey, grain, and saddles at the general store?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['salt', 'checkers', 'shopping mall', 'old west', 'meat store'],
      dtype=object)}"
D,If you spend time doing what you will need a rest?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pay debts', 'wakefulness', 'resthold', 'active', 'in motion'],
      dtype=object)}"
B,"As the company was concerned about profit, what were they looking to cut?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['losses', 'expense', 'losing money', 'lose money', 'eat cake'],
      dtype=object)}"
C,What in the building is very far from the ground floor?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['basement', 'air', 'ceiling', 'water', 'sky'], dtype=object)}"
